id,name, text, timestap, username
3.75E+17,Josep,"Pak, China discuss strategic economic corridor project - Kashmir Times http://www.kashmirtimes.com/newsdet.aspx?q=21924#.UiSYQ8trM1E.twitter …",2013-09-02T13:53:14,JosepEgypt
3.77E+17,Rabia Zia,Pmln 90D delivery: 1st energy policy. Agreement w China 2 build 2200MW nuclear power plant & a $15Bn Pak China economic corridor.,2013-09-09T17:40:52,rabiaziauk
3.78E+17,Nawaz Sharif,Pak China Economic Corridor is yet another master stroke by the current government #PMLN99Days,2013-09-12T09:12:45,isupportPMLN
3.78E+17,SIRFNAWAZ 🇵🇰,Rt: @isupportPMLN: Pak China Economic Corridor is yet another master stroke by the current government #PMLN99Days,2013-09-12T09:44:13,TheDs_Pk
3.78E+17,rana ahmed shakoor,Pak China Economic Corridor is yet another master stroke by the current government #PMLN99Days,2013-09-12T11:07:05,ranaahmed147
3.78E+17,M. Asim Khan,MoU with china to build 15 billion dollar pak china economic corridor. #PMLN99Days,2013-09-12T12:45:47,asimnyazee
3.78E+17,#HumBhiNawazHain,Pak China Economic Corridor is yet another master stroke by the current government #PMLN99Days,2013-09-12T12:47:07,sanafaiza46
3.78E+17,Badar Shahbaz,"rt ""@asimnyazee: MoU with china to build 15 billion dollar pak china economic corridor. #PMLN99Days""",2013-09-12T12:56:16,BSWarraich
3.78E+17,ZM,Pak China Economic Corridor is yet another master stroke by the current government #PMLN99Days,2013-09-12T13:24:01,ZeshanMalick
3.78E+17,رانا محمد زیشان,Pak China Economic Corridor is yet another master stroke by the current government #PMLN99Days,2013-09-12T13:51:44,RanaZeeshanPMLN
3.78E+17,Ali Warsi,Pak China Economic Corridor is yet another master stroke by the current government. #PMLN99Days,2013-09-12T17:30:38,thealiwarsi
3.78E+17,Irfan Malik,"#PMLN99Days Pak's 1st Economic Corridor China to Gawadar, Lahore-Karachi Motorways, 50% overcome on Energy crises, Railways back on track !",2013-09-12T20:29:37,Irfan_Malick
3.78E+17,بینکر پٹواری♚,"Pak China Economic Corridor is another master stroke by the current government.
#PMLN99Days",2013-09-13T05:35:03,mbbokhari
3.80E+17,Andrew Small,Chinese ambo to Pakistan speech at NDU. Section on China-Pak economic corridor lowers expectations: http://www.fmprc.gov.cn/eng/wjb/zwjg/zwbd/t1076546.shtml … via @raffpantucci,2013-09-17T15:44:43,ajwsmall
3.83E+17,The Lahore Times,"Chinese FM, Bill Gates calls on PM; Pak China agree to intensify agreed projects including Economic Corridor http://www.lhrtimes.com/2013/09/25/chinese-fm-bill-gates-calls-on-pm-pak-china-agree-to-intensify-agreed-projects-including-economic-corridor-198176/?utm_campaign=top-story&utm_medium=twitter&utm_source=twitter …",2013-09-25T08:08:05,lhrtimes
